Resource Type,Metric,Metric Display Name,Unit,Aggregation Type,Description,Enable for monitoring,Alert Type,Tag Name,Threshold,Threshold Sensitivity,Operator,Eval Frequency,Window Size,Failing Periods,Evaluation Periods,Aggregation Time,Alert Name,Alert Description,Severity
Microsoft.Cache/redis,allcacheWrite,Cache Write (Instance Based),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allconnectedclients,Connected Clients (Instance Based),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allConnectionsClosedPerSecond,Connections Closed Per Second (Instance Based),CountPerSecond,"Average, Minimum, Maximum, Count","The number of instantaneous connections closed per second on the cache via port 6379 or 6380 (SSL). For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allConnectionsCreatedPerSecond,Connections Created Per Second (Instance Based),CountPerSecond,"Average, Minimum, Maximum, Count","The number of instantaneous connections created per second on the cache via port 6379 or 6380 (SSL). For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allevictedkeys,Evicted Keys (Instance Based),Count,Total (Sum),"The number of items evicted from the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allexpiredkeys,Expired Keys (Instance Based),Count,Total (Sum),"The number of items expired from the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allgetcommands,Gets (Instance Based),Count,Total (Sum),"The number of get operations from the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,alloperationsPerSecond,Operations Per Second (Instance Based),Count,Maximum,"The number of instantaneous operations per second executed on the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allpercentprocessortime,CPU (Instance Based),Percent,Maximum,"The CPU utilization of the Azure Redis Cache server as a percentage. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allserverLoad,Server Load (Instance Based),Percent,Maximum,"The percentage of cycles in which the Redis server is busy processing and not waiting idle for messages. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allsetcommands,Sets (Instance Based),Count,Total (Sum),"The number of set operations to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,alltotalcommandsprocessed,Total Operations (Instance Based),Count,Total (Sum),"The total number of commands processed by the cache server. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,alltotalkeys,Total Keys (Instance Based),Count,Maximum,"The total number of items in the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allusedmemory,Used Memory (Instance Based),Bytes,Maximum,"The amount of cache memory used for key/value pairs in the cache in MB. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allusedmemorypercentage,Used Memory Percentage (Instance Based),Percent,Maximum,"The percentage of cache memory used for key/value pairs. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,allusedmemoryRss,Used Memory RSS (Instance Based),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits,Cache Hits,Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits0,Cache Hits (Shard 0),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits1,Cache Hits (Shard 1),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits2,Cache Hits (Shard 2),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits3,Cache Hits (Shard 3),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits4,Cache Hits (Shard 4),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits5,Cache Hits (Shard 5),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits6,Cache Hits (Shard 6),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits7,Cache Hits (Shard 7),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits8,Cache Hits (Shard 8),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachehits9,Cache Hits (Shard 9),Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheLatency,Cache Latency Microseconds (Preview),Count,Average,"The latency to the cache in microseconds. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses,Cache Misses,Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses0,Cache Misses (Shard 0),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses1,Cache Misses (Shard 1),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses2,Cache Misses (Shard 2),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses3,Cache Misses (Shard 3),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses4,Cache Misses (Shard 4),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses5,Cache Misses (Shard 5),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses6,Cache Misses (Shard 6),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses7,Cache Misses (Shard 7),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses8,Cache Misses (Shard 8),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemisses9,Cache Misses (Shard 9),Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cachemissrate,Cache Miss Rate,Percent,Total (Sum),"The % of get requests that miss. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead,Cache Read,BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead0,Cache Read (Shard 0),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead1,Cache Read (Shard 1),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead2,Cache Read (Shard 2),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead3,Cache Read (Shard 3),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead4,Cache Read (Shard 4),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead5,Cache Read (Shard 5),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead6,Cache Read (Shard 6),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead7,Cache Read (Shard 7),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead8,Cache Read (Shard 8),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheRead9,Cache Read (Shard 9),BytesPerSecond,Maximum,"The amount of data read from the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite,Cache Write,BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite0,Cache Write (Shard 0),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite1,Cache Write (Shard 1),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite2,Cache Write (Shard 2),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite3,Cache Write (Shard 3),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite4,Cache Write (Shard 4),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite5,Cache Write (Shard 5),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite6,Cache Write (Shard 6),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite7,Cache Write (Shard 7),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite8,Cache Write (Shard 8),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,cacheWrite9,Cache Write (Shard 9),BytesPerSecond,Maximum,"The amount of data written to the cache in bytes per second. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients,Connected Clients,Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients0,Connected Clients (Shard 0),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients1,Connected Clients (Shard 1),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients2,Connected Clients (Shard 2),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients3,Connected Clients (Shard 3),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients4,Connected Clients (Shard 4),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients5,Connected Clients (Shard 5),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients6,Connected Clients (Shard 6),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients7,Connected Clients (Shard 7),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients8,Connected Clients (Shard 8),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,connectedclients9,Connected Clients (Shard 9),Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,ConnectedClientsUsingAADToken,Connected Clients using Microsoft Entra Token (Instance Based),Count,Maximum,"The number of client connections to the cache using Microsoft Entra Token. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
